TransactionID,Supplier,Description,Amount,Category,Date
T1164,MegaMart,IT Services expense from MegaMart,44985.93,Maintenance,2025-05-12
T1165,Delta Goods,Consulting expense from Unknown Supplier,17481.58,Consulting,2025-05-13
T1166,Global Services,Consulting expense from Global Services,69581.8,Consulting,2025-05-13
T1167,Delta Goods,Office Supplies expense from Delta Goods,35147.78,Miscellaneous,2025-05-13
T1168,Bright Office,office_supplies expense from Bright Office,47572.87,Stationery,2025-05-14
T1169,Delta Goods,Maintenance expense from Delta Goods,65800.85,Maintenance,2025-05-14
T1170,Prime Supplies,IT Services expense from Prime Supplies,50320.2,Maintenance,2025-05-15
T1171,XYZ Pvt Ltd,IT Services expense from XYZ Pvt Ltd,37403.45,IT Services,2025-05-15
T1172,UrbanStationers,Training expense from UrbanStationers,17316.75,Training,2025-05-15
T1173,Global Services,Consulting expense from Global Services,73240.57,Consulting,2025-05-15
T1174,Delta Goods,Travel expense from Delta Goods,8782.05,Travel,2025-05-16
T1175,Delta Goods,IT Services expense from Delta Goods,51036.34,IT Services,2025-05-16
T1176,Delta Goods,Maintenance expense from Unknown Supplier,8752.28,Maintenance,2025-05-17
T1177,Delta Goods,misc expense from Unknown Supplier,25956.16,Miscellaneous,2025-05-17
T1178,Global Services,Office Supplies expense from Global Services,58624.88,Miscellaneous,2025-05-18
T1179,Bright Office,Travel expense from Bright Office,49800.0,Stationery,2025-05-19
T1180,TechGear Inc.,Miscellaneous expense from TechGear Inc.,71973.13,Consulting,2025-05-20
T1181,MegaMart,TRAVEL expense from MegaMart,44712.81,Maintenance,2025-05-20
T1182,ABC Traders,Utilities expense from ABC Traders,42731.07,Utilities,2025-05-21
T1183,MegaMart,Consulting expense from MegaMart,64870.93,Maintenance,2025-05-22
T1184,UrbanStationers,Travel expense from UrbanStationers,5296.5,Travel,2025-05-22
T1185,Delta Goods,misc expense from Delta Goods,51306.95,Miscellaneous,2025-05-23
T1186,ABC Traders,Consulting expense from ABC Traders,7950.6,Consulting,2025-05-23
T1187,TechGear Inc.,Training expense from TechGear Inc.,3690.39,Consulting,2025-05-23
T1188,TechGear Inc.,misc expense from TechGear Inc.,48316.55,Consulting,2025-05-23
T1189,XYZ Pvt Ltd,Insurance expense from XYZ Pvt Ltd,19119.85,Insurance,2025-05-24
T1190,ABC Traders,Consulting expense from ABC Traders,20660.51,Consulting,2025-05-24
T1191,Delta Goods,Office Supplies expense from Unknown Supplier,58338.67,Miscellaneous,2025-05-24
T1192,Delta Goods,Utilities expense from Unknown Supplier,79463.98,Utilities,2025-05-25
T1193,ABC Traders,Consultation expense from ABC Traders,8356.17,Consulting,2025-05-25
T1194,TechGear Inc.,TRAVEL expense from TechGear Inc.,23671.82,Consulting,2025-05-25
T1195,MegaMart,Office Supplies expense from MegaMart,7126.01,Maintenance,2025-05-25
T1196,Alpha Solutions,TRAVEL expense from Alpha Solutions,22646.7,Stationery,2025-05-26
T1197,Delta Goods,Maintenance expense from Unknown Supplier,42065.94,Maintenance,2025-05-26
T1198,XYZ Pvt Ltd,TRAVEL expense from XYZ Pvt Ltd,67195.06,Travel,2025-05-26
T1199,Delta Goods,Consultation expense from Unknown Supplier,6781.33,Consulting,2025-05-27
T1200,Delta Goods,TRAVEL expense from Unknown Supplier,25647.28,Travel,2025-05-27
T1201,XYZ Pvt Ltd,Training expense from XYZ Pvt Ltd,65460.68,Training,2025-05-27
T1202,Delta Goods,Training expense from Delta Goods,51771.65,Training,2025-05-27
T1203,MegaMart,IT Services expense from MegaMart,18663.44,Maintenance,2025-05-28
T1204,Delta Goods,Maintenance expense from Unknown Supplier,35135.13,Maintenance,2025-05-29
T1205,XYZ Pvt Ltd,Consulting expense from XYZ Pvt Ltd,12685.12,Consulting,2025-05-29
T1206,Global Services,Consultation expense from Global Services,38316.06,Consulting,2025-05-29
T1207,Global Services,Utilities expense from Global Services,42154.63,Utilities,2025-05-30
T1208,MegaMart,IT Services expense from MegaMart,74187.21,Maintenance,2025-05-30
T1209,Delta Goods,Maintenance expense from Delta Goods,79439.85,Maintenance,2025-05-30
T1210,Delta Goods,TRAVEL expense from Unknown Supplier,56374.64,Travel,2025-06-01
T1211,XYZ Pvt Ltd,misc expense from XYZ Pvt Ltd,70548.31,Miscellaneous,2025-06-02
T1212,MegaMart,Consulting expense from MegaMart,18149.79,Maintenance,2025-06-02
T1213,XYZ Pvt Ltd,Miscellaneous expense from XYZ Pvt Ltd,64338.9,Miscellaneous,2025-06-02
T1214,MegaMart,Miscellaneous expense from MegaMart,35015.56,Maintenance,2025-06-03
T1215,Delta Goods,Consulting expense from Unknown Supplier,6688.19,Consulting,2025-06-03
T1216,Global Services,Utilities expense from Global Services,41520.83,Utilities,2025-06-04
T1217,XYZ Pvt Ltd,TRAVEL expense from XYZ Pvt Ltd,66809.29,Travel,2025-06-05
T1218,Bright Office,office_supplies expense from Bright Office,50166.05,Stationery,2025-06-05
T1219,Prime Supplies,misc expense from Prime Supplies,53751.72,Maintenance,2025-06-05
T1220,Other Suppliers,"Miscellaneous expense from Erickson, Evans and Nguyen",31711.5,Miscellaneous,2025-02-20
T1221,Other Suppliers,Maintenance expense from Garcia-Donovan,3629.18,Maintenance,2024-06-16
T1222,Other Suppliers,Marketing expense from Cox LLC,49358.3,Marketing,2024-08-25
T1223,Other Suppliers,"Utilities expense from Pitts, Walker and Murphy",29425.07,Utilities,2025-04-11
T1224,Other Suppliers,"Consultation expense from Fitzpatrick, Tyler and Hart",49390.93,Consulting,2024-08-28
T1225,Other Suppliers,Utilities expense from Smith-Lopez,13804.9,Utilities,2024-09-03
T1226,Other Suppliers,"Marketing expense from Ray, Phillips and Hicks",21005.81,Marketing,2025-06-03
T1227,Other Suppliers,Training expense from Chapman-Vasquez,31849.6,Training,2024-08-27
T1228,Other Suppliers,Consultation expense from Blake-Taylor,43236.21,Consulting,2024-12-23
T1229,Other Suppliers,Training expense from Drake Group,38969.37,Training,2025-03-14
T1230,Other Suppliers,Miscellaneous expense from Bailey Inc,4142.43,Miscellaneous,2024-06-15
T1231,Other Suppliers,"TRAVEL expense from Smith, Gross and Curtis",27501.26,Travel,2024-09-23
T1232,Other Suppliers,TRAVEL expense from Salas-Ramirez,23492.42,Travel,2024-06-18
T1233,Other Suppliers,"Marketing expense from Roberts, Evans and Cortez",5391.65,Marketing,2025-02-19
T1234,Other Suppliers,"TRAVEL expense from Evans, Booth and Mcmillan",10853.4,Travel,2024-07-27
T1235,Other Suppliers,"Office Supplies expense from Welch, Mcintosh and Shepherd",29656.74,Miscellaneous,2025-02-11
T1236,Other Suppliers,"Office Supplies expense from Washington, Evans and Thompson",4991.11,Miscellaneous,2024-11-05
T1237,Other Suppliers,TRAVEL expense from Dillon Group,20303.41,Travel,2025-02-26
T1238,Other Suppliers,Marketing expense from Oneal-Flynn,46115.15,Marketing,2025-03-07
T1239,Other Suppliers,"Utilities expense from Smith, Miller and Miller",35801.8,Utilities,2025-02-05
T1240,Other Suppliers,"TRAVEL expense from Mccall, Cooper and Clark",3256.45,Travel,2024-11-30
T1241,Other Suppliers,TRAVEL expense from Turner-Terry,24644.1,Travel,2024-12-23
T1242,Other Suppliers,Miscellaneous expense from Dean and Sons,30929.43,Miscellaneous,2025-02-22
T1243,Other Suppliers,Miscellaneous expense from Harris Inc,23834.82,Miscellaneous,2024-07-11
T1244,Other Suppliers,Utilities expense from Marsh Group,1384.98,Utilities,2025-02-24
T1245,Other Suppliers,Marketing expense from Dunn Inc,24264.08,Marketing,2025-01-18
T1246,Other Suppliers,Maintenance expense from Gordon-Green,16113.76,Maintenance,2025-05-16
T1247,Other Suppliers,Marketing expense from Walsh-Flores,33590.37,Marketing,2024-12-02
T1248,Other Suppliers,Maintenance expense from Davis PLC,10449.64,Maintenance,2025-03-18
T1249,Other Suppliers,Office Supplies expense from Kelly-Jones,21404.02,Miscellaneous,2025-04-11
T1250,Other Suppliers,"Consultation expense from Mendoza, Mckinney and Mayo",23747.84,Consulting,2024-08-30
T1251,Other Suppliers,"TRAVEL expense from Delgado, Dominguez and King",26022.05,Travel,2024-08-12
T1252,Other Suppliers,Utilities expense from White Inc,758.18,Utilities,2024-11-08
T1253,Other Suppliers,"Utilities expense from Thompson, Moses and Hawkins",47489.93,Utilities,2025-02-16
T1254,Other Suppliers,Training expense from Perez-Turner,41306.27,Training,2025-06-02
T1255,Other Suppliers,Training expense from Lang-Vasquez,8079.53,Training,2024-11-17
T1256,Other Suppliers,Consultation expense from Thompson-Riddle,39728.03,Consulting,2024-09-05
T1257,Other Suppliers,Marketing expense from Dominguez-Young,12430.99,Marketing,2024-12-21
T1258,Other Suppliers,Maintenance expense from Bush Inc,8024.44,Maintenance,2025-05-06
T1259,Other Suppliers,Consultation expense from Carter-Lozano,16092.33,Consulting,2024-08-11
T1260,Other Suppliers,Office Supplies expense from James Group,49250.71,Miscellaneous,2024-12-20
T1261,Other Suppliers,Utilities expense from Gray-Suarez,7696.46,Utilities,2024-06-05
T1262,Other Suppliers,Consultation expense from Bass-Nielsen,37647.07,Consulting,2025-04-01
T1263,Other Suppliers,"Utilities expense from Maldonado, Brown and Gonzalez",26583.62,Utilities,2024-09-15
T1264,Other Suppliers,Miscellaneous expense from Miller-Smith,47766.74,Miscellaneous,2025-05-04
T1265,Other Suppliers,Utilities expense from Smith Ltd,33718.64,Utilities,2024-08-12
T1266,Other Suppliers,"TRAVEL expense from Levine, Greene and Johnson",31369.14,Travel,2024-08-31
T1267,Other Suppliers,"Office Supplies expense from Adkins, Daniels and Long",48057.4,Miscellaneous,2024-06-14
T1268,Other Suppliers,Utilities expense from Callahan Group,47371.53,Utilities,2024-11-08
T1269,Other Suppliers,Utilities expense from Robertson-Brown,22667.89,Utilities,2025-01-24
T1270,Other Suppliers,"Training expense from Burton, Garcia and Hall",46945.88,Training,2025-03-10
T1271,Other Suppliers,"Utilities expense from Jones, Harrison and Rodriguez",1300.36,Utilities,2024-09-07
T1272,Other Suppliers,Maintenance expense from Carrillo PLC,14660.08,Maintenance,2024-12-25
T1273,Other Suppliers,"Office Supplies expense from Taylor, Miller and Anderson",21420.87,Miscellaneous,2024-10-14
T1274,Other Suppliers,Utilities expense from Anderson Group,6872.56,Utilities,2025-05-06
T1275,Other Suppliers,Utilities expense from Madden-Torres,45117.32,Utilities,2024-11-12
T1276,Other Suppliers,Miscellaneous expense from Ellison Group,26051.9,Miscellaneous,2025-04-24
T1277,Other Suppliers,Maintenance expense from Hansen-Blair,48690.08,Maintenance,2024-06-18
T1278,Other Suppliers,"Training expense from Martinez, Lewis and Nelson",7023.21,Training,2024-12-21
T1279,Other Suppliers,Office Supplies expense from Martinez PLC,25124.11,Miscellaneous,2024-08-16
T1280,Other Suppliers,"Marketing expense from Acosta, Sims and Nguyen",44306.9,Marketing,2025-04-06
T1281,Other Suppliers,Office Supplies expense from Reed Ltd,29867.74,Miscellaneous,2024-09-10
T1282,Other Suppliers,Consultation expense from Murray Inc,3071.72,Consulting,2025-04-01
T1283,Other Suppliers,Office Supplies expense from Ochoa Inc,40059.88,Miscellaneous,2025-03-30
T1284,Other Suppliers,Miscellaneous expense from Monroe-Daniel,12879.66,Miscellaneous,2024-09-11
T1285,Other Suppliers,Training expense from Jackson-Anderson,30331.9,Training,2024-12-14
T1286,Other Suppliers,Office Supplies expense from Green Group,29618.83,Miscellaneous,2024-08-10
T1287,Other Suppliers,"Miscellaneous expense from Garza, Chavez and Carr",13270.89,Miscellaneous,2025-03-03
T1288,Other Suppliers,"Miscellaneous expense from Graves, Casey and Cook",4095.61,Miscellaneous,2024-11-28
T1289,Other Suppliers,"TRAVEL expense from Hanson, Anderson and Castillo",37057.9,Travel,2025-01-30
T1290,Other Suppliers,Marketing expense from Smith-Fry,48158.78,Marketing,2025-03-04
T1291,Other Suppliers,TRAVEL expense from Roberts-Garcia,35348.59,Travel,2024-11-30
T1292,Other Suppliers,Marketing expense from Brown-Gonzalez,38076.27,Marketing,2024-10-16
T1293,Other Suppliers,TRAVEL expense from Nelson LLC,1433.01,Travel,2025-01-14
T1294,Other Suppliers,"Utilities expense from Anderson, Garza and Lewis",19057.82,Utilities,2024-09-17
T1295,Other Suppliers,Maintenance expense from Huffman-Cline,29834.26,Maintenance,2024-10-18
T1296,Other Suppliers,Training expense from Carter-Foster,33837.76,Training,2025-04-23
T1297,Other Suppliers,Marketing expense from Palmer-Lowe,9184.99,Marketing,2025-02-19
T1298,Other Suppliers,Consultation expense from King Inc,10899.86,Consulting,2024-11-21
T1299,Other Suppliers,Maintenance expense from Lee-Gordon,30032.36,Maintenance,2024-06-20
T1300,Other Suppliers,"Office Supplies expense from Collins, Moody and Morgan",44701.16,Miscellaneous,2025-05-14
T1301,Other Suppliers,Consultation expense from Martin-Edwards,33297.87,Consulting,2024-12-30
T1302,Other Suppliers,"Miscellaneous expense from Harvey, Gilbert and Davis",39678.9,Miscellaneous,2024-11-17
T1303,Other Suppliers,"TRAVEL expense from Wilson, Miller and Jackson",44329.73,Travel,2024-10-27
T1304,Other Suppliers,Consultation expense from Brown PLC,3822.69,Consulting,2025-03-04
T1305,Other Suppliers,Training expense from Beck-Parks,41101.71,Training,2024-06-29
T1306,Other Suppliers,Office Supplies expense from Tapia-Rodgers,7601.06,Miscellaneous,2024-08-22
T1307,Other Suppliers,Office Supplies expense from Dawson-Snyder,35572.92,Miscellaneous,2025-02-05
T1308,Other Suppliers,Office Supplies expense from Mcgee-Fletcher,1775.89,Miscellaneous,2024-07-11
T1309,Other Suppliers,"Training expense from Daniel, Henry and Gross",16464.85,Training,2024-06-16
T1310,Other Suppliers,Training expense from Ford-Randolph,16326.0,Training,2025-03-02
T1311,Other Suppliers,Utilities expense from Rosario-Gonzalez,43455.83,Utilities,2025-01-25
T1312,Other Suppliers,Training expense from Cox-Melton,48240.53,Training,2024-11-02
T1313,Other Suppliers,Miscellaneous expense from Green-Franklin,24907.9,Miscellaneous,2025-03-05
T1314,Other Suppliers,Training expense from Brown Ltd,6625.09,Training,2025-01-15
T1315,Other Suppliers,"Consultation expense from Coleman, Newman and Ramos",38214.59,Consulting,2025-01-05
T1316,Other Suppliers,Training expense from Foster-Potts,32480.66,Training,2024-07-23
T1317,Other Suppliers,Marketing expense from Smith and Sons,47658.15,Marketing,2025-03-22
T1318,Other Suppliers,"Training expense from Rodriguez, Cochran and Alvarez",5922.53,Training,2025-02-13
T1319,Other Suppliers,Consultation expense from Richards Inc,22493.95,Consulting,2024-07-20
T1320,Other Suppliers,TRAVEL expense from Alexander LLC,27624.03,Travel,2025-04-13
T1321,Other Suppliers,Training expense from Gutierrez-Fleming,47757.42,Training,2025-03-08
T1322,Other Suppliers,"Office Supplies expense from Gomez, Arellano and Shea",6116.07,Miscellaneous,2025-01-21
T1323,Other Suppliers,Marketing expense from Wyatt-Martin,614.9,Marketing,2024-06-26
T1324,Other Suppliers,Utilities expense from Martin-Cook,31974.74,Utilities,2025-01-29
T1325,Other Suppliers,"Miscellaneous expense from Tran, Mccoy and Gonzalez",17111.52,Miscellaneous,2024-06-11
T1326,Other Suppliers,"TRAVEL expense from Cuevas, Kane and Aguilar",31158.47,Travel,2025-04-17
T1327,Other Suppliers,"TRAVEL expense from Gordon, Smith and Pruitt",31711.84,Travel,2025-02-03
T1328,Other Suppliers,Consultation expense from Love PLC,1207.64,Consulting,2025-03-03
T1329,Other Suppliers,Utilities expense from Garcia Inc,10277.49,Utilities,2024-08-30
T1330,Other Suppliers,Training expense from Rosario-Cobb,19483.62,Training,2024-06-23
T1331,Other Suppliers,Office Supplies expense from Marshall-Mitchell,41371.74,Miscellaneous,2025-01-27
T1332,Other Suppliers,Office Supplies expense from Brown LLC,42778.37,Miscellaneous,2025-03-01
T1333,Other Suppliers,Utilities expense from Lozano and Sons,48625.63,Utilities,2025-02-16
T1334,Other Suppliers,Marketing expense from Brown LLC,42292.91,Marketing,2024-11-30
T1335,Other Suppliers,"Maintenance expense from Zhang, Hayes and Garcia",40390.14,Maintenance,2025-04-16
T1336,Other Suppliers,Consultation expense from Diaz and Sons,41509.63,Consulting,2025-04-15
T1337,Other Suppliers,Training expense from Whitaker-Meyer,13848.16,Training,2025-03-29
T1338,Other Suppliers,Maintenance expense from Hernandez-Harper,42285.33,Maintenance,2024-12-30
T1339,Other Suppliers,Marketing expense from Rodriguez-Owens,11658.81,Marketing,2024-09-07
T1340,Other Suppliers,Utilities expense from Cruz Group,49811.35,Utilities,2024-10-07
T1341,Other Suppliers,Maintenance expense from Savage-Cross,30772.47,Maintenance,2024-10-03
T1342,Other Suppliers,Training expense from Joyce-Gallagher,15559.18,Training,2024-07-19
T1343,Other Suppliers,"Utilities expense from Curtis, Dorsey and Brown",14062.89,Utilities,2024-11-01
T1344,Other Suppliers,"Miscellaneous expense from Powell, Taylor and Key",38241.04,Miscellaneous,2024-11-17
T1345,Other Suppliers,"Utilities expense from Kelley, Norman and Maynard",48313.32,Utilities,2025-03-20
T1346,Other Suppliers,"Miscellaneous expense from Burns, Cox and Ryan",13956.85,Miscellaneous,2024-09-24
T1347,Other Suppliers,TRAVEL expense from Mack-Nelson,14319.52,Travel,2024-10-17
T1348,Other Suppliers,"Utilities expense from Thompson, Powell and Bishop",2169.69,Utilities,2025-03-17
